"label","id","genus","species","species_reference","lifestyle","habitat_reference","terrane","country","province","locality","site","siteN","type_locality","latitude","longitude","elevation","SIA","BDNF","NXC1","CYTB","ND4","tiplabsite","label_clean","oldgenus","gensp","reference","fontface","outgroup","gcol"
"BPBM41683_Aphantophryne_cf__pansa_3","BPBM41683","Aphantophryne","cf. pansa.3","Fry 1917","fossorial","Kohler & Gunther 2008","epct","Papua New Guinea","Morobe Province","Mt. Strong","Omunia Camp",26,"",-7.92454,146.99221,2889,"MZ634670","MZ634906","MZ635141","MZ635378","MZ647821","BPBM41683-Aphantophryne_B_cf._pansa.3-Omunia_Camp-Mt._Strong","BPBM41683 Aphantophryne cf. pansa.3","Aphantophryne","Aphantophryne cf. pansa.3",FALSE,"italic",FALSE,"#FF0000"
"BPBM41681_Aphantophryne_cf__pansa_3","BPBM41681","Aphantophryne","cf. pansa.3","Fry 1917","fossorial","Kohler & Gunther 2008","epct","Papua New Guinea","Morobe Province","Mt. Strong","Omunia Camp",26,"",-7.92454,146.99221,2889,"MZ634671","MZ634907","MZ635142","MZ635379","MZ647822","BPBM41681-Aphantophryne_B_cf._pansa.3-Omunia_Camp-Mt._Strong","BPBM41681 Aphantophryne cf. pansa.3","Aphantophryne","Aphantophryne cf. pansa.3",FALSE,"italic",FALSE,"#FF0000"
"BPBM41685_Aphantophryne_cf__pansa_3","BPBM41685","Aphantophryne","cf. pansa.3","Fry 1917","fossorial","Kohler & Gunther 2008","epct","Papua New Guinea","Morobe Province","Mt. Strong","Omunia Camp",26,"",-7.92454,146.99221,2889,"MZ634672","MZ634908","MZ635143","MZ635380","MZ647823","BPBM41685-Aphantophryne_B_cf._pansa.3-Omunia_Camp-Mt._Strong","BPBM41685 Aphantophryne cf. pansa.3","Aphantophryne","Aphantophryne cf. pansa.3",FALSE,"italic",FALSE,"#FF0000"
"BPBM41682_Aphantophryne_cf__pansa_3","BPBM41682","Aphantophryne","cf. pansa.3","Fry 1917","fossorial","Kohler & Gunther 2008","epct","Papua New Guinea","Morobe Province","Mt. Strong","Omunia Camp",26,"",-7.92454,146.99221,2889,"MZ634673","MZ634909","MZ635144","MZ635381","MZ647824","BPBM41682-Aphantophryne_B_cf._pansa.3-Omunia_Camp-Mt._Strong","BPBM41682 Aphantophryne cf. pansa.3","Aphantophryne","Aphantophryne cf. pansa.3",FALSE,"italic",FALSE,"#FF0000"
"BPBM13862_Austrochaperina_B_macrorhyncha","BPBM13862","Austrochaperina B","macrorhyncha","Van Kampen 1906","terrestrial","Van Kampen 1906","craton","Indonesia","Fakfak Div.","Mimika","Freeport Project Site 12",5,"",-4.24248,137.04052,1500,"MZ634675","MZ634911","MZ635146","MZ635383","MZ647826","BPBM13862-Austrochaperina_B_macrorhyncha-Freeport_Project_Site_12-Mimika","BPBM13862 Austrochaperina B macrorhyncha","Austrochaperina B","Austrochaperina B macrorhyncha",TRUE,"bold.italic",FALSE,"#f88379"
"BPBM17847_Choerophryne_sanguinopictus","BPBM17847","Choerophryne","sanguinopictus","Peloso et al. 2016","scansorial","Kraus & Allison 2005","epct","Papua New Guinea","Milne Bay Province","Mt. Simpson Massif","Bunisi",54,"",-10.0244565,149.5947176,1515,"MZ634686","MZ634922","MZ635157","MZ635394","MZ647837","BPBM17847-Choerophryne_sanguinopictus-Bunisi-Mt._Simpson_Massif","BPBM17847 Choerophryne sanguinopictus","Choerophryne","Choerophryne sanguinopictus",FALSE,"italic",FALSE,"#B1FF00"
"BPBM20357_Genyophryne_thomsoni","BPBM20357","Genyophryne","thomsoni","Boulenger 1890","fossorial","Brass 1964","sudest","Papua New Guinea","Milne Bay Province","Sudest Island","Gesirava River",70,"near type locality/ Sudest Island [= Tagula I., Milne Bay Province, Papua New Guinea] (AoW)",-11.49179,153.41261,127,"MZ634677","MZ634913","MZ635148","MZ635385","MZ647828","BPBM20357-Genyophryne_thomsoni-Gesirava_River-Sudest_Island","BPBM20357 Genyophryne thomsoni","Genyophryne","Genyophryne thomsoni",TRUE,"bold.italic",FALSE,"#808000"
"BPBM22740_Hylophorbus_cf__rufescens_16","BPBM22740","Hylophorbus","cf. rufescens.16","","terrestrial","","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 1",10,"",-3.39329,142.52826,550,"MZ634678","MZ634914","MZ635149","MZ635386","MZ647829","BPBM22740-Hylophorbus_cf._rufescens.16-Camp_1-Torricelli_Mts.","BPBM22740 Hylophorbus cf. rufescens.16","Hylophorbus","Hylophorbus cf. rufescens.16",FALSE,"italic",FALSE,"#00FF59"
"BPBM20369_Hylophorbus_extimus","BPBM20369","Hylophorbus","extimus","Zweifel 1972","terrestrial","Zweifel 1972","sudest","Papua New Guinea","Milne Bay Province","Sudest Island","Wele River",73,"near type locality/ Mount Riu, Sudest Island (AoW)",-11.44618,153.43117,30,"MZ634679","MZ634915","MZ635150","MZ635387","MZ647830","BPBM20369-Hylophorbus_extimus-Wele_River-Sudest_Island","BPBM20369 Hylophorbus extimus","Hylophorbus","Hylophorbus extimus",FALSE,"italic",FALSE,"#00FF59"
"BPBM22761_Hylophorbus_proekes","BPBM22761","Hylophorbus","proekes","Kraus & Allison 2009","terrestrial","Kraus & Allison 2009","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 1",10,"type locality",-3.39329,142.52826,550,"MZ634680","MZ634916","MZ635151","MZ635388","MZ647831","BPBM22761-Hylophorbus_proekes-Camp_1-Torricelli_Mts.","BPBM22761 Hylophorbus proekes","Hylophorbus","Hylophorbus proekes",FALSE,"italic",FALSE,"#00FF59"
"BPBM15373_Liophryne_aff__dentata_2","BPBM15373","Liophryne","aff. dentata.2","Zweifel 2000","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Cloudy Mts.","Upaelisafupi Stream",58,"",-10.4970833,150.2329666,715,"MZ634681","MZ634917","MZ635152","MZ635389","MZ647832","BPBM15373-Liophryne_aff._dentata.2-Upaelisafupi_Stream-Cloudy_Mts.","BPBM15373 Liophryne aff. dentata.2","Liophryne","Liophryne aff. dentata.2",FALSE,"italic",FALSE,"#00FF9B"
"BPBM22754_Liophryne_schlaginhaufeni","BPBM22754","Liophryne","schlaginhaufeni","Zweifel 2000","terrestrial","Zweifel 2000","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 2",8,"",-3.38074,142.51548,1120,"MZ634682","MZ634918","MZ635153","MZ635390","MZ647833","BPBM22754-Liophryne_schlaginhaufeni-Camp_2-Torricelli_Mts.","BPBM22754 Liophryne schlaginhaufeni","Liophryne","Liophryne schlaginhaufeni",FALSE,"italic",FALSE,"#00FF9B"
"BPBM20142_Mantophryne_louisiadensis","BPBM20142","Mantophryne","louisiadensis","Burton 1986","terrestrial","","rossel","Papua New Guinea","Milne Bay Province","Rossel Island","Mt. Rossel",75,"near type locality/ Rossel Island, Louisiadé Archip (AoW)",-11.35552,154.22459,720,"MZ634683","MZ634919","MZ635154","MZ635391","MZ647834","BPBM20142-Mantophryne_louisiadensis-Mt._Rossel-Rossel_Island","BPBM20142 Mantophryne louisiadensis","Mantophryne","Mantophryne louisiadensis",FALSE,"italic",FALSE,"#ffd8b1"
"BPBM22511_Oreophryne_brachypus","BPBM22511","Oreophryne","brachypus","Tyler 1964","arboreal","AA field notes","newbritain","Papua New Guinea","East New Britain Province","New Britain","Marmar",67,"",-5.4473,151.46307,892.5,"MZ634684","MZ634920","MZ635155","MZ635392","MZ647835","BPBM22511-Oreophryne_A_brachypus-Marmar-New_Britain","BPBM22511 Oreophryne brachypus","Oreophryne A","Oreophryne brachypus",FALSE,"italic",FALSE,"#0059FF"
"BPBM18510_Oreophryne_cf__geislerorum_1","BPBM18510","Oreophryne","cf. geislerorum.1","Menzies et al. 1980","arboreal","AA field notes","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"",-6.81625,146.6915333,750,"MZ634685","MZ634921","MZ635156","MZ635393","MZ647836","BPBM18510-Oreophryne_A_cf._geislerorum.1-Camp_1-Mt._Shungol","BPBM18510 Oreophryne cf. geislerorum.1","Oreophryne A","Oreophryne cf. geislerorum.1",FALSE,"italic",FALSE,"#0059FF"
"BPBM28153_Asterophrys_leucopus","BPBM28153","Asterophrys","leucopus","Richards, Johnston & Burton 1994","terrestrial","Richards, Johnston & Burton,1994","fold","Papua New Guinea","Southern Highlands Province","Kikori Basin","Moran Road",15,"",-6.25414,143.13282,1749,"MZ634697","MZ634933","MZ635168","MZ635405","MZ647848","BPBM28153-Asterophrys_leucopus-Moran_Road-Kikori_Basin","BPBM28153 Asterophrys leucopus","Asterophrys","Asterophrys leucopus",FALSE,"italic",FALSE,"#FF4300"
"BPBM16217_Oreophryne_inornata","BPBM16217","Oreophryne","inornata","Zweifel 1956","arboreal","Zweifel 1956","dentrecasteaux","Papua New Guinea","Milne Bay Province","Fergusson Island","East Slope Mt. Kilkerran",61,"",-9.46045,150.7846,1330,"MZ634687","MZ634923","MZ635158","MZ635395","MZ647838","BPBM16217-Oreophryne_A_inornata-East_Slope_Mt._Kilkerran-Fergusson_Island","BPBM16217 Oreophryne inornata","Oreophryne A","Oreophryne inornata",FALSE,"italic",FALSE,"#0059FF"
"BPBM16546_Auparoparo_insulana","BPBM16546","Auparoparo","insulana","Zweifel 1956","arboreal","Zweifel 1956","dentrecasteaux","Papua New Guinea","Milne Bay Province","Fergusson Island","Summit Mt. Kilkerran",60,"",-9.45851,150.76911,1830,"MZ634688","MZ634924","MZ635159","MZ635396","MZ647839","BPBM16546-Oreophryne_B_insulana-Summit_Mt._Kilkerran-Fergusson_Island","BPBM16546 Auparoparo insulana","Oreophryne B","Auparoparo insulana",FALSE,"italic",FALSE,"#000075"
"BPBM22539_Oreophryne_loriae","BPBM22539","Oreophryne","loriae","Van Kampen 1919","arboreal","","epct","Papua New Guinea","Central Province","Mt. Vorivori Massif","Site 1",38,"near type locality/ ""Moroka"" (AoW)",-9.44953,147.62562,380,"MZ634689","MZ634925","MZ635160","MZ635397","MZ647840","BPBM22539-Oreophryne_A_loriae-Site_1-Mt._Vorivori_Massif","BPBM22539 Oreophryne loriae","Oreophryne A","Oreophryne loriae",FALSE,"italic",FALSE,"#0059FF"
"BPBM17890_Oxydactyla_crassa","BPBM17890","Oxydactyla","crassa","Zweifel 2000","fossorial","Zweifel 1956","epct","Papua New Guinea","Milne Bay Province","Mt. Simpson Massif","Summit Area",53,"",-10.0364,149.575,2480,"MZ634690","MZ634926","MZ635161","MZ635398","MZ647841","BPBM17890-Oxydactyla_crassa-Summit_Area-Mt._Simpson_Massif","BPBM17890 Oxydactyla crassa","Oxydactyla","Oxydactyla crassa",FALSE,"italic",FALSE,"#d3d3d3"
"BPBM31477_Mantophryne_menziesi","BPBM31477","Mantophryne","menziesi","Oliver et al. 2013","terrestrial","Zweifel 1972","epct","Papua New Guinea","Central Province","Sogeri Plateau","Iaowari High School",35,"type locality",-9.4270833,147.4271402,NA,"MZ634691","MZ634927","MZ635162","MZ635399","MZ647842","BPBM31477-Mantophryne_menziesi-Iaowari_High_School-Sogeri_Plateau","BPBM31477 Mantophryne menziesi","Mantophryne","Mantophryne menziesi",FALSE,"italic",FALSE,"#ffd8b1"
"BPBM22793_Sphenophryne_cornuta","BPBM22793","Sphenophryne","cornuta","Peters & Doria 1878","scansorial","","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 1",10,"",-3.39329,142.52826,625,"MZ634692","MZ634928","MZ635163","MZ635400","MZ647843","BPBM22793-Sphenophryne_cornuta-Camp_1-Torricelli_Mts.","BPBM22793 Sphenophryne cornuta","Sphenophryne","Sphenophryne cornuta",TRUE,"bold.italic",FALSE,"#d3d3d3"
"BPBM22797_Xenorhina_arboricola","BPBM22797","Xenorhina","arboricola","Allison & Kraus 2000","arboreal","Allison & Kraus 2000","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 2",8,"",-3.38074,142.51548,1120,"MZ634693","MZ634929","MZ635164","MZ635401","MZ647844","BPBM22797-Xenorhina_arboricola-Camp_2-Torricelli_Mts.","BPBM22797 Xenorhina arboricola","Xenorhina","Xenorhina arboricola",FALSE,"italic",FALSE,"#964B00"
"BPBM28179_Xenorhina_mehelyi","BPBM28179","Xenorhina","mehelyi","Frost et al. 2006","fossorial","","craton","Papua New Guinea","Gulf Province","Darai Plateau","Koumaio Landing Ground",18,"",-7.1295166,143.6134333,420,"MZ634694","MZ634930","MZ635165","MZ635402","MZ647845","BPBM28179-Xenorhina_mehelyi-Koumaio_Landing_Ground-Darai_Plateau","BPBM28179 Xenorhina mehelyi","Xenorhina","Xenorhina mehelyi",FALSE,"italic",FALSE,"#964B00"
"BPBM14060_Xenorhina_ocellata","BPBM14060","Xenorhina","ocellata","Frost et al. 2006","fossorial","","fold","Indonesia","Fakfak Div.","Puncak Jaya Massif","Site 15",6,"",-4.14009,137.09782,2200,"MZ634695","MZ634931","MZ635166","MZ635403","MZ647846","BPBM14060-Xenorhina_ocellata-Site_15-Puncak_Jaya_Massif","BPBM14060 Xenorhina ocellata","Xenorhina","Xenorhina ocellata",FALSE,"italic",FALSE,"#964B00"
"BPBM22795_Xenorhina_tumulus","BPBM22795","Xenorhina","tumulus","Frost et al. 2006","fossorial","","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 1",10,"",-3.39329,142.52826,550,"MZ634696","MZ634932","MZ635167","MZ635404","MZ647847","BPBM22795-Xenorhina_tumulus-Camp_1-Torricelli_Mts.","BPBM22795 Xenorhina tumulus","Xenorhina","Xenorhina tumulus",FALSE,"italic",FALSE,"#964B00"
"BPBM15234_Austrochaperina_C_aff__palmipes_3","BPBM15234","Austrochaperina C","aff. palmipes.3","Zweifel 1953","semi-aquatic","Zweifel 1953","epct","Papua New Guinea","Milne Bay Province","Cloudy Mts.","Upaelisafupi Stream",58,"",-10.4970833,150.2329666,715,"MZ634706","MZ634942","MZ635177","MZ635414","MZ647857","BPBM15234-Austrochaperina_C_aff._palmipes.3-Upaelisafupi_Stream-Cloudy_Mts.","BPBM15234 Austrochaperina C aff. palmipes.3","Austrochaperina C","Austrochaperina C aff. palmipes.3",FALSE,"italic",FALSE,"#e6194B"
"BPBM22649_Choerophryne_brunhildae","BPBM22649","Choerophryne","brunhildae","Peloso et al. 2016","scansorial","Menzies 1999","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 2",8,"",-3.3772645,142.518018,1220,"MZ634698","MZ634934","MZ635169","MZ635406","MZ647849","BPBM22649-Choerophryne_brunhildae-Camp_2-Torricelli_Mts.","BPBM22649 Choerophryne brunhildae","Choerophryne","Choerophryne brunhildae",FALSE,"italic",FALSE,"#B1FF00"
"BPBM18317_Choerophryne_exclamitans","BPBM18317","Choerophryne","exclamitans","Peloso et al. 2016","scansorial","Kraus & Allison 2005","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"type locality",-6.81625,146.6915333,750,"MZ634699","MZ634935","MZ635170","MZ635407","MZ647850","BPBM18317-Choerophryne_exclamitans-Camp_1-Mt._Shungol","BPBM18317 Choerophryne exclamitans","Choerophryne","Choerophryne exclamitans",FALSE,"italic",FALSE,"#B1FF00"
"BPBM28204_Asterophrys_turpicola","BPBM28204","Asterophrys","turpicola","Schlegel 1837","terrestrial","Schlegel 1837","craton","Papua New Guinea","Southern Highlands Province","Kikori Basin","Libano Hegigio Confluence",14,"",-6.3990666,142.9761333,250,"MZ634700","MZ634936","MZ635171","MZ635408","MZ647851","BPBM28204-Asterophrys_turpicola-Libano_Hegigio_Confluence-Kikori_Basin","BPBM28204 Asterophrys turpicola","Asterophrys","Asterophrys turpicola",TRUE,"bold.italic",FALSE,"#FF4300"
"BPBM22665_Austrochaperina_B_basipalmata","BPBM22665","Austrochaperina B","basipalmata","Van Kampen 1906","semi-aquatic","Van Kampen 1906","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 1",10,"",-3.39329,142.52826,625,"MZ634701","MZ634937","MZ635172","MZ635409","MZ647852","BPBM22665-Austrochaperina_B_basipalmata-Camp_1-Torricelli_Mts.","BPBM22665 Austrochaperina B basipalmata","Austrochaperina B","Austrochaperina B basipalmata",FALSE,"italic",FALSE,"#f88379"
"BPBM22656_Austrochaperina_B_blumi","BPBM22656","Austrochaperina B","blumi","Zweifel 2000","terrestrial","Zweifel 2000","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 1",10,"",-3.39329,142.52826,550,"MZ634702","MZ634938","MZ635173","MZ635410","MZ647853","BPBM22656-Austrochaperina_B_blumi-Camp_1-Torricelli_Mts.","BPBM22656 Austrochaperina B blumi","Austrochaperina B","Austrochaperina B blumi",FALSE,"italic",FALSE,"#f88379"
"BPBM22481_Austrochaperina_A_novaebritanniae","BPBM22481","Austrochaperina A","novaebritanniae","Zweifel 2000","terrestrial","Zweifel 2000","newbritain","Papua New Guinea","East New Britain Province","New Britain","Naqanai Mountains",67,"near type locality/ about 12 miles (19 km) from Rabaul, East New Britain Province (AoW=https://amphibiansoftheworld.amnh.org)",-5.49895,151.4893,517,"MZ634704","MZ634940","MZ635175","MZ635412","MZ647855","BPBM22481-Austrochaperina_A_novaebritanniae-Naqanai_Mountains-New_Britain","BPBM22481 Austrochaperina A novaebritanniae","Austrochaperina A","Austrochaperina A novaebritanniae",FALSE,"italic",FALSE,"#FF8500"
"BPBM20112_Austrochaperina_A_yelaensis","BPBM20112","Austrochaperina A","yelaensis","Zweifel 2000","terrestrial","","rossel","Papua New Guinea","Milne Bay Province","Rossel Island","Mt. Rossel",75,"near type locality/ elevation of 700 m on the south slopes of Mt. Rossel (AoW)",-11.35552,154.22459,720,"MZ634705","MZ634941","MZ635176","MZ635413","MZ647856","BPBM20112-Austrochaperina_A_yelaensis-Mt._Rossel-Rossel_Island","BPBM20112 Austrochaperina A yelaensis","Austrochaperina A","Austrochaperina A yelaensis",FALSE,"italic",FALSE,"#FF8500"
"BPBM18388_Austrochaperina_A_parkeri","BPBM18388","Austrochaperina A","parkeri","Zweifel 2000","terrestrial","Zweifel 2000","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"",-6.81625,146.6915333,750,"MZ634716","MZ634952","MZ635187","MZ635424","MZ647866","BPBM18388-Austrochaperina_A_parkeri-Camp_1-Mt._Shungol","BPBM18388 Austrochaperina A parkeri","Austrochaperina A","Austrochaperina A parkeri",TRUE,"bold.italic",FALSE,"#FF8500"
"BPBM25756_Barygenys_atra","BPBM25756","Barygenys","atra","Parker 1936","fossorial","","epct","Papua New Guinea","Morobe Province","Bowutu Mts.","Suzuki Track Kamiali",32,"",-7.3088768,147.13333,240,"MZ634707","MZ634943","MZ635178","MZ635415","MZ647858","BPBM25756-Barygenys_atra-Suzuki_Track_Kamiali-Bowutu_Mts.","BPBM25756 Barygenys atra","Barygenys","Barygenys atra",FALSE,"italic",FALSE,"#FFC800"
"BPBM25760_Barygenys_sp","BPBM25760","Barygenys","sp.","","fossorial","","epct","Papua New Guinea","Morobe Province","Bowutu Mts.","Cape Dinga Kamiali",31,"",-7.30606167,147.106293491,240,"MZ634708","MZ634944","MZ635179","MZ635416","MZ647859","BPBM25760-Barygenys_sp.-Cape_Dinga_Kamiali-Bowutu_Mts.","BPBM25760 Barygenys sp.","Barygenys","Barygenys sp.",FALSE,"italic",FALSE,"#FFC800"
"BPBM18504_Callulops_personatus","BPBM18504","Callulops","personatus","Zweifel 1972","fossorial","Zweifel 1972","epct","Papua New Guinea","Morobe Province","Mt. Shungol","Camp 1",25,"",-6.81625,146.6915333,750,"MZ634709","MZ634945","MZ635180","MZ635417","MZ647860","BPBM18504-Callulops_personatus-Camp_1-Mt._Shungol","BPBM18504 Callulops personatus","Callulops","Callulops personatus",FALSE,"italic",FALSE,"#F4FF00"
"BPBM13155_Callulops_eremnosphax","BPBM13155","Callulops","eremnosphax","Kraus & Allison 2009","fossorial","Kraus & Allison 2009","epct","Papua New Guinea","Gulf Province","Lakekamu Basin","Ivimka Field Station",23,"type locality",-7.735,146.49599,120,"MZ634710","MZ634946","MZ635181","MZ635418","MZ647861","BPBM13155-Callulops_eremnosphax-Ivimka_Field_Station-Lakekamu_Basin","BPBM13155 Callulops eremnosphax","Callulops","Callulops eremnosphax",FALSE,"italic",FALSE,"#F4FF00"
"BPBM20215_Cophixalus_cupricarenus","BPBM20215","Cophixalus","cupricarenus","Kraus & Allison 2009","terrestrial","Kraus & Allison 2009","rossel","Papua New Guinea","Milne Bay Province","Rossel Island","Damunu Rest House",74,"near type locality/ S slope Mt. Rossel, 11.35552ºS, 154.22459ºE (AoW)",-11.3650362,154.0013736,20,"MZ634711","MZ634947","MZ635182","MZ635419","MZ647862","BPBM20215-Cophixalus_cupricarenus-Damunu_Rest_House-Rossel_Island","BPBM20215 Cophixalus cupricarenus","Cophixalus","Cophixalus cupricarenus",FALSE,"italic",FALSE,"#6FFF00"
"BPBM20197_Cophixalus_melanops","BPBM20197","Cophixalus","melanops","Kraus & Allison 2009","terrestrial","","sudest","Papua New Guinea","Milne Bay Province","Sudest Island","Mt. Rio",71,"type locality",-11.50659,153.4305,762.5,"MZ634712","MZ634948","MZ635183","MZ635420","MZ647863","BPBM20197-Cophixalus_melanops-Mt._Rio-Sudest_Island","BPBM20197 Cophixalus melanops","Cophixalus","Cophixalus melanops",FALSE,"italic",FALSE,"#6FFF00"
"BPBM15665_Copiula_minor","BPBM15665","Copiula","minor","Menzies & Tyler 1977","fossorial","Menzies & Tyler 1977","epct","Papua New Guinea","Milne Bay Province","Cloudy Mts.","Upaelisafupi Stream",58,"",-10.5009057,150.2301912,800,"MZ634713","MZ634949","MZ635184","MZ635421","MZ647864","BPBM15665-Copiula_minor-Upaelisafupi_Stream-Cloudy_Mts.","BPBM15665 Copiula minor","Copiula","Copiula minor",FALSE,"italic",FALSE,"#66C2A5"
"BPBM20287_Copiula_sp_6","BPBM20287","Copiula","sp.6","","terrestrial","","rossel","Papua New Guinea","Milne Bay Province","Rossel Island","Mt. Rossel",75,"",-11.35552,154.22459,720,"MZ634714","MZ634950","MZ635185","MZ635422","","BPBM20287-Copiula_sp.6-Mt._Rossel-Rossel_Island","BPBM20287 Copiula sp.6","Copiula","Copiula sp.6",FALSE,"italic",FALSE,"#66C2A5"
"BPBM17827_Copiula_sp_4","BPBM17827","Copiula","sp.4","","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Mt. Simpson Massif","Bunisi",54,"",-10.01709,149.6,1420,"MZ634715","MZ634951","MZ635186","MZ635423","MZ647865","BPBM17827-Copiula_sp.4-Bunisi-Mt._Simpson_Massif","BPBM17827 Copiula sp.4","Copiula","Copiula sp.4",FALSE,"italic",FALSE,"#66C2A5"
"BPBM22668_Austrochaperina_B_septentrionalis","BPBM22668","Austrochaperina B","septentrionalis","Allison & Kraus 2003","terrestrial","Allison & Kraus 2003","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Camp 2",8,"",-3.38074,142.51548,1120,"MZ634727","MZ634963","MZ635198","MZ635434","MZ647877","BPBM22668-Austrochaperina_B_septentrionalis-Camp_2-Torricelli_Mts.","BPBM22668 Austrochaperina B septentrionalis","Austrochaperina B","Austrochaperina B septentrionalis",FALSE,"italic",FALSE,"#f88379"
"BPBM15355_Hylophorbus_cf__rufescens_4","BPBM15355","Hylophorbus","cf. rufescens.4","","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Pini Range","Duabo",59,"",-10.4184333,150.3068333,300,"MZ634717","MZ634953","MZ635188","MZ635425","MZ647867","BPBM15355-Hylophorbus_cf._rufescens.4-Duabo-Pini_Range","BPBM15355 Hylophorbus cf. rufescens.4","Hylophorbus","Hylophorbus cf. rufescens.4",FALSE,"italic",FALSE,"#00FF59"
"BPBM18033_Hylophorbus_cf__rufescens_8","BPBM18033","Hylophorbus","cf. rufescens.8","","terrestrial","","epct","Papua New Guinea","Milne Bay Province","Mt. Simpson Massif","Bunisi",54,"",-10.0209333,149.5947176,1490,"MZ634718","MZ634954","MZ635189","MZ635426","MZ647868","BPBM18033-Hylophorbus_cf._rufescens.8-Bunisi-Mt._Simpson_Massif","BPBM18033 Hylophorbus cf. rufescens.8","Hylophorbus","Hylophorbus cf. rufescens.8",FALSE,"italic",FALSE,"#00FF59"
"BPBM18441_Hylophorbus_cf__rufescens_12","BPBM18441","Hylophorbus","cf. rufescens.12","","terrestrial","","epct","Papua New Guinea","Central Province","Mt. Obree Massif","Dorobisoro",40,"",-9.4592391,147.9371584,600,"MZ634719","MZ634955","MZ635190","MZ635427","MZ647869","BPBM18441-Hylophorbus_cf._rufescens.12-Dorobisoro-Mt._Obree_Massif","BPBM18441 Hylophorbus cf. rufescens.12","Hylophorbus","Hylophorbus cf. rufescens.12",FALSE,"italic",FALSE,"#00FF59"
"BPBM18315_Liophryne_allisoni","BPBM18315","Liophryne","allisoni","Zweifel 2000","terrestrial","Zweifel 2000","epct","Papua New Guinea","Central Province","Ivane Valley","Pandanus garden",27,"",-8.56789,147.07777,1800,"MZ634720","MZ634956","MZ635191","MZ635428","MZ647870","BPBM18315-Liophryne_allisoni-Pandanus_garden-Ivane_Valley","BPBM18315 Liophryne allisoni","Liophryne","Liophryne allisoni",FALSE,"italic",FALSE,"#00FF9B"
"BPBM19360_Liophryne_magnitympanum","BPBM19360","Liophryne","magnitympanum","Kraus & Allison 2009","fossorial","Kraus & Allison 2009","epct","Papua New Guinea","Central Province","Mt. Obree","Camp 2",43,"type locality",-9.4574275,148.027702,1815,"MZ634721","MZ634957","MZ635192","MZ635429","MZ647871","BPBM19360-Liophryne_magnitympanum-Camp_2-Mt._Obree","BPBM19360 Liophryne magnitympanum","Liophryne","Liophryne magnitympanum",FALSE,"italic",FALSE,"#00FF9B"
"BPBM20397_Mantophryne_axanthogaster","BPBM20397","Mantophryne","axanthogaster","Kraus & Allison 2009","terrestrial","Kraus & Allison 2009","sudest","Papua New Guinea","Milne Bay Province","Sudest Island","Gesirava River",70,"type locality",-11.49179,153.41261,127,"MZ634722","MZ634958","MZ635193","MZ635430","MZ647872","BPBM20397-Mantophryne_axanthogaster-Gesirava_River-Sudest_Island","BPBM20397 Mantophryne axanthogaster","Mantophryne","Mantophryne axanthogaster",FALSE,"italic",FALSE,"#ffd8b1"
"BPBM22784_Oreophryne_parkeri","BPBM22784","Oreophryne","parkeri","Loveridge 1955","arboreal","","accreted","Papua New Guinea","West Sepik Province","Torricelli Mts.","Base Camp",9,"",-3.42457,142.51866,416,"MZ634723","MZ634959","MZ635194","","MZ647873","BPBM22784-Oreophryne_A_parkeri-Base_Camp-Torricelli_Mts.","BPBM22784 Oreophryne parkeri","Oreophryne A","Oreophryne parkeri",FALSE,"italic",FALSE,"#0059FF"
"BPBM18128_Auparoparo_picticrus","BPBM18128","Auparoparo","picticrus","Kraus 2016","arboreal","","misima","Papua New Guinea","Milne Bay Province","Misima Island","Bwaga Bwaga ridge",68,"holotype",-10.674,152.683,460,"MZ634724","MZ634960","MZ635195","MZ635431","MZ647874","BPBM18128-Oreophryne_B_picticrus-Bwaga_Bwaga_ridge-Misima_Island","BPBM18128 Auparoparo picticrus","Oreophryne B","Auparoparo picticrus",FALSE,"italic",FALSE,"#000075"
"BPBM18002_Oreophryne_sp_7","BPBM18002","Oreophryne","sp.7","","arboreal","","epct","Papua New Guinea","Milne Bay Province","Mt. Simpson Massif","Bunisi",54,"",-10.01709,149.6,1420,"MZ634725","MZ634961","MZ635196","MZ635432","MZ647875","BPBM18002-Oreophryne_A_sp.7-Bunisi-Mt._Simpson_Massif","BPBM18002 Oreophryne sp.7","Oreophryne A","Oreophryne sp.7",FALSE,"italic",FALSE,"#0059FF"
